PCA dimension,cum. variability (in %),lambda,alpha
PC1,25.62475598,0.571985099,"[ 3.56727477e-02 -2.04878761e-02  2.89942872e-03 -2.46694001e-02
 -8.77014772e-04 -1.62094558e-02 -7.47194744e-02 -2.69018391e-02
  2.36127357e-02  3.51152039e-02 -4.26315164e-02  2.13730842e-03
  1.02638454e-01  6.33374732e-02 -5.51298084e-02  2.60769415e-02
 -6.91749922e-02 -4.77443966e-02  1.43400913e-01 -1.25655334e-02
  6.58104022e-02  1.67847420e-04  1.98657545e-02  3.12880591e-02
  4.43727213e-02 -4.30258458e-02  1.81122737e-01 -7.33918659e-03
 -1.21704790e-01  1.57901130e-02  4.06322383e-02 -2.17336342e-02
  2.87059360e-02  3.54918915e-02 -3.44514388e-02  1.75157979e-01
 -3.92461493e-02 -6.21127799e-03  1.52001348e-01  5.58010503e-02
  2.89323385e-02 -6.51826571e-02 -2.22997950e-02 -8.87803883e-02
  1.70780232e-02 -1.06032639e-02  6.37155802e-02  6.09521376e-02
  6.55126600e-03 -4.24885100e-02 -1.07953440e-02  1.30030123e-01
  1.78042619e-01  1.08882700e-01  2.93572182e-03 -2.13051198e-02
  8.08759699e-04 -3.70118921e-02  5.59172159e-02  2.84230521e-02
  2.96256247e-02  4.61268677e-02  3.49036481e-02  4.05987593e-02
 -1.95171840e-02  1.29480677e-01 -7.64315576e-02 -3.68634346e-02
 -1.14842732e-01  1.03358145e-01 -2.39363152e-02 -1.15386072e-02
 -3.45484670e-02  4.27384960e-02 -3.66336350e-02  2.42544682e-02
  3.98804884e-04  3.86191825e-03 -5.26143350e-02 -3.32729803e-02
 -3.23098818e-03 -6.19254213e-02  9.73055522e-02 -6.10701540e-02
 -6.92533109e-02  2.72871950e-02  5.93901496e-05  9.74339466e-02
  3.52445680e-03  9.47379985e-03 -4.68207951e-02  4.42949522e-02
 -8.51932392e-03 -1.43313520e-02 -8.94674407e-02 -4.16666764e-02
 -1.55763208e-02 -4.05932297e-02  1.61660154e-02 -3.99875102e-02
 -1.50265893e-02  5.47903110e-02 -1.52213994e-02 -9.83515534e-02
 -1.55055318e-02 -6.50758411e-02 -3.51931243e-02 -5.51053636e-02
  1.79400148e-03 -1.77258170e-02 -9.65747813e-02 -1.14361486e-01
 -3.12410278e-02  5.67395723e-02 -2.41161282e-02 -1.17919174e-02
  5.53451852e-02  3.73320358e-02  9.56341732e-03  5.38165817e-02
  3.32180210e-02 -4.71632836e-02  6.80085032e-02  3.41026329e-02
 -1.59688826e-02 -7.32925045e-02  4.13426611e-02 -1.89671454e-02
  2.10559462e-02 -7.20171237e-03 -3.54090451e-02  2.97272773e-02
 -3.67706470e-02 -5.99885890e-02 -8.49093213e-02  1.89592121e-02
  6.29335107e-03 -9.45385046e-05 -6.07497869e-02 -9.82697414e-03
  1.60225564e-01 -2.35909536e-02  8.80401506e-03 -1.61061240e-02
 -2.61602177e-02  3.70337202e-02 -9.17678761e-02 -5.46049932e-03
  6.07824382e-02 -1.45396509e-02 -3.70325851e-02 -7.00316484e-02
 -3.60069896e-02  3.27869981e-02  1.24486986e-01  6.44612089e-02
 -2.50137887e-02  8.10344002e-04  6.13457819e-02  7.19616822e-02
 -7.26708662e-02 -3.69033979e-02  4.83857760e-02  9.27844717e-03
  4.87220720e-02 -5.83463966e-02 -1.04326948e-01 -1.42386633e-02
  3.71843121e-02 -1.59197063e-02 -3.04690422e-02 -4.93209101e-02
 -8.07589540e-02 -5.88498058e-02  1.01580191e-02 -3.81197974e-02
  8.17341217e-02 -7.29078048e-02 -3.31727899e-02  6.15068896e-02
  1.81454163e-02  5.18704715e-02 -5.18416863e-02 -3.07795013e-02
 -4.38066556e-03 -1.61478855e-02  3.01518089e-02  9.46446612e-03
  2.60973480e-02  5.90900542e-02  7.69493815e-02  5.80042369e-03
  5.14581288e-02  3.62926791e-02 -6.72051251e-02 -2.98418106e-02
  4.06257494e-03  6.35496916e-02 -1.25668741e-02  7.29067534e-03
  2.10480777e-02  6.48258496e-02 -3.01480174e-02 -3.86419344e-02
  4.92591238e-02  2.86251480e-02  4.85665347e-03  8.77940696e-02
  3.61074122e-02 -1.84993353e-02 -6.60343286e-02 -2.13115242e-02
 -3.40630254e-02  4.40130694e-02  5.79531507e-03 -5.53939075e-03
 -1.10072703e-01 -2.31627971e-02 -2.33395970e-03 -6.97761505e-03
  1.53315469e-01  6.77013957e-02 -4.87698747e-02 -3.29247661e-02
 -1.96704663e-02 -5.70532148e-02  1.37262269e-02  6.71104194e-03
  2.03230386e-02 -3.97600520e-02 -1.80631698e-02 -1.25829290e-01
  7.13005786e-02 -1.16404949e-01 -7.14671899e-02  1.70051922e-02
  6.01364626e-03 -4.62608074e-02  1.30377281e-01 -1.23997820e-01
 -3.07997676e-02  1.77473041e-02  7.02707368e-02  9.57883756e-03
  1.72615885e-02 -1.93798361e-02  1.24280930e-02 -1.66589377e-03
 -2.62687426e-02  6.39330549e-03 -1.79931000e-02 -1.20883050e-02
 -3.48599385e-02 -6.45331214e-02 -5.67141820e-04 -1.72941090e-02
  9.58230275e-03 -1.96354717e-02  3.27619605e-02  3.28998363e-02
  4.17072455e-02  4.57970750e-02  7.07358848e-02  5.62113109e-02
 -2.19694883e-02 -3.95988225e-02  2.90234256e-02 -3.96750854e-02
  1.95004157e-01  5.71307868e-03 -5.12683106e-02 -1.48999724e-01
  2.55933131e-02 -1.60046452e-02  2.44490648e-02 -5.33024662e-02
  3.21766817e-02 -1.16209575e-02  2.59602081e-02 -7.06664568e-02
 -7.27388783e-02 -4.09990350e-02  2.13148468e-02 -5.62828078e-02
 -7.42770153e-02  1.14146326e-02  5.73463670e-02  1.24951082e-02
 -5.09804353e-02  1.77029977e-02  3.37983986e-02 -2.42116843e-02
  1.06816467e-01  3.75520793e-02 -4.58778015e-02 -1.89493983e-02
 -6.53669101e-02 -9.81123370e-03 -1.83199108e-02 -3.50722498e-02
 -3.95400966e-03  2.61745434e-03  6.84729311e-02 -1.98456422e-02
  5.57567361e-02 -9.76174779e-03 -1.47952567e-02 -5.99237137e-04
 -3.85507212e-02  7.64243336e-03 -5.67800404e-02 -1.39766635e-02
  9.15894505e-02 -4.66459134e-02  1.47267349e-02  4.83293854e-03
 -1.73066328e-02  5.73852110e-03 -1.46817562e-01  3.12047777e-02
  3.86751930e-02 -2.89108212e-03]"
PC2,39.38338333,0.307114332,"[ 1.70479076e-02 -3.61226353e-02 -6.17202910e-03 -6.76005885e-02
  3.01173305e-03  5.20414852e-02  4.60277625e-02  1.23137386e-02
  2.13817122e-03  2.07202957e-02  2.81404329e-02  6.50528792e-03
  6.94622416e-02 -4.44852708e-02  3.34435787e-02 -8.67399668e-02
  1.52291997e-02  1.86881083e-02  6.43185026e-02 -9.69119943e-03
  2.17515383e-02 -5.17005618e-03  1.89948631e-02 -6.90735160e-02
  4.21357736e-02  1.85345221e-02  9.18069645e-02 -9.46025766e-02
  7.23511874e-02  4.43751535e-02  4.53766628e-02  5.82623847e-02
  2.96271957e-02 -1.57631077e-02  3.17097249e-02  9.49181578e-02
  3.01591453e-02  3.08401748e-03  7.52615895e-02 -1.08429241e-02
 -7.67057416e-02  1.27300272e-02  1.36366516e-02  4.33857127e-02
  4.46789119e-02  4.80288561e-02  4.47882462e-02 -7.23461275e-02
 -1.17613267e-01 -1.34614207e-01 -6.12802323e-02  6.71365461e-02
  9.28012893e-02  7.33435707e-02  3.85453273e-02  7.37973351e-02
 -1.11643808e-01  5.18667120e-02  7.71836485e-03  2.08952071e-02
 -2.61848801e-02  3.87410302e-02 -3.88177959e-02  3.61897959e-02
  3.21048657e-02  7.27535050e-02  2.58312547e-02  5.54096615e-03
  1.07534173e-01  6.25174044e-02 -7.55106027e-02 -9.79046566e-02
 -1.21438059e-01 -1.30058933e-01 -5.17330992e-02  7.43460629e-03
  2.00038687e-02 -7.48462320e-02  9.32068057e-03  2.20719565e-03
 -7.26862320e-02  8.06583636e-03  2.98518800e-03  7.73999994e-02
  8.83618944e-02 -5.74198558e-02 -2.40596261e-03  1.96737158e-02
  1.83706470e-02 -4.75213480e-03  2.18675122e-02 -1.10400180e-01
  1.15140088e-02 -4.90493837e-02  5.90095792e-03  3.39515809e-02
 -5.97360326e-02  1.66427041e-02 -9.27845295e-02 -5.26679871e-04
  2.11488183e-02 -1.55441830e-02 -5.15709132e-02  3.56703193e-02
 -1.18768203e-01  2.65882901e-02  1.16086293e-02  4.91416265e-02
 -1.06668264e-01 -1.67332582e-02  5.75579536e-02  7.29553945e-02
 -1.48269005e-01  3.99353803e-02 -1.29413981e-02  5.43392976e-03
  6.55542196e-02  3.96605316e-04  4.19360236e-02 -7.05110559e-02
  7.48484705e-03 -7.51370328e-02  2.93177757e-02 -6.79895461e-02
 -7.35373822e-03  2.18145743e-02  4.27837591e-03  7.95692581e-03
  3.24464192e-03 -1.24983554e-01 -2.82822347e-02  4.94904042e-02
  4.75908778e-02 -1.33896474e-02  2.02107446e-02  2.79159774e-02
 -9.96804543e-03  1.88915030e-02  5.04683507e-04  1.40033212e-02
  7.00129169e-02  3.39391288e-02 -8.79768537e-02  5.54087417e-03
  2.33291753e-03  4.07953846e-02  7.46179395e-02 -8.82137541e-02
  4.13302223e-02 -6.95646715e-02  2.60747387e-02  7.30268371e-02
  7.64719479e-02  3.16353313e-02  5.86295073e-02  3.78858284e-02
  1.37849269e-02 -3.04371921e-02  9.75758927e-03  2.99102558e-02
  3.81533317e-02 -5.65178470e-02 -2.38936939e-02 -1.29631717e-02
 -1.02481036e-01  2.20899273e-02  4.92532801e-02 -3.37869157e-02
  1.17653503e-02  2.36358658e-02 -5.25881506e-03  4.27825519e-02
  5.38778461e-02  2.94736895e-02  2.72651527e-03  5.36845502e-05
  4.93278804e-02  2.62836491e-02 -5.58732135e-02  3.28895304e-02
  1.55385251e-02  3.89452452e-02  3.64509899e-02  5.87025544e-02
  3.20681477e-02 -1.12336005e-01 -8.48224649e-02 -1.09391038e-01
  4.03677079e-02  3.10223779e-02  3.24751532e-02  1.65104804e-02
  5.16256026e-02  5.31794410e-03  4.71055778e-02 -3.16358421e-02
 -7.11866670e-02  4.34373487e-02  1.42122531e-02 -7.30931747e-02
 -8.26675426e-02  3.83738318e-02 -2.34510872e-04 -2.51784348e-02
  8.36956081e-02 -6.01492007e-02 -1.01618517e-02 -1.35920146e-02
 -7.52185480e-02 -1.34508079e-04 -3.58115485e-03 -5.10871828e-02
  9.23379522e-03  2.21426195e-02 -1.17079163e-01 -4.18731901e-02
  3.16324708e-02 -1.33938635e-01  1.46076873e-04  1.84392243e-02
  5.42387023e-02  5.30219816e-02 -1.63341321e-01  3.49709574e-02
  8.98300891e-03  2.58320663e-02 -1.24669927e-01 -9.62455357e-02
 -6.99596798e-02  3.51990134e-02  5.66605162e-02  9.15341425e-02
  3.48893224e-02  1.00450724e-01  2.33165570e-02  5.36679508e-03
 -1.74647798e-02  2.14189164e-02  8.15748700e-02  9.95030095e-02
  2.42120887e-04 -6.89820484e-04  2.25199948e-02  1.66531190e-02
 -1.99704734e-02 -6.86289789e-02 -7.25472463e-02  1.05166638e-02
 -5.87357875e-02  4.12901504e-03 -4.71588339e-02 -4.41792610e-02
  5.40825743e-02  1.50007119e-02 -3.61333899e-03  1.38757658e-02
 -2.94380587e-03 -3.57385697e-03  1.22177118e-02 -6.70430631e-02
 -7.79138983e-02  5.20635313e-02  4.76550978e-02  3.12378433e-02
 -1.19810834e-01  2.15106149e-02  4.37433690e-02  1.09533642e-01
  1.03041267e-01 -2.52853251e-02 -2.63054467e-02  1.00814507e-01
 -7.24445279e-02  3.01750186e-02  3.05725207e-02  8.42641944e-03
  4.02683944e-03 -1.08945900e-01 -8.69350886e-02  3.76886634e-02
  8.24298974e-02 -6.04632914e-03 -2.81322032e-03  1.90606759e-02
  2.74399513e-02 -1.12073712e-01  3.24055164e-02 -2.70409377e-03
  1.10644038e-02 -6.98505162e-02 -8.68979204e-02  4.65247970e-02
  4.88706737e-02 -9.84016243e-03  1.40388174e-03  1.69284025e-02
  1.54711143e-02  4.22187365e-02 -4.00305900e-03  1.86386751e-02
 -1.22500324e-01 -9.57258730e-02  5.61404551e-02 -8.19557252e-03
  5.12993334e-02  2.44696125e-02 -4.23953264e-03 -2.65841290e-02
 -2.85862929e-02  1.17773566e-02  6.82650310e-02 -8.83001938e-02
 -1.37318743e-01 -1.97465414e-02 -7.66566159e-02  2.24558188e-02
  1.03575538e-02  2.49071897e-03  1.01609389e-01 -8.51153225e-03
 -8.68876462e-02  5.20172379e-03]"
PC3,48.26518689,0.198255909,"[-0.07362528 -0.00052994 -0.03747207 -0.12039975 -0.04219882 -0.06608518
  0.08075363 -0.06660371 -0.05176853 -0.04852987 -0.07054429  0.04103008
 -0.04309001  0.01582501 -0.05094248  0.0502517  -0.05425611 -0.05695257
  0.02545282  0.02826703 -0.03326956 -0.00649507 -0.0692404  -0.21833171
  0.03273273 -0.13162422 -0.00155246 -0.00815858  0.09326477 -0.10379732
  0.02647912 -0.06921524  0.01934192  0.01674411 -0.05673869 -0.0058688
 -0.09790222 -0.0682758   0.01293654  0.04883369  0.00981493 -0.04307031
 -0.04743445  0.11486302 -0.11340193 -0.11450728  0.03422654  0.05499879
  0.01547058 -0.02674378  0.0168721  -0.06151622 -0.01426742  0.02489045
 -0.08308942  0.10093588  0.01661952 -0.05066838  0.03965562  0.01765026
 -0.01903407  0.01353206  0.02743862  0.05121781 -0.08028711 -0.02494068
  0.04154658 -0.0797898   0.11030751  0.07367556  0.02657682  0.03134492
  0.03438214  0.0520363   0.01865843  0.06552752 -0.02520744  0.00452695
 -0.04606561 -0.02673845 -0.01639519  0.0231593  -0.05166983  0.08732355
  0.12145311  0.04464412 -0.03948568  0.06109218 -0.11342081 -0.08220362
 -0.04806423  0.05643695  0.00470179 -0.04007316  0.02298044 -0.04808179
  0.05646236  0.07098916  0.02414985 -0.00127213 -0.07651599  0.00253907
 -0.01302929 -0.01006345  0.03762064 -0.02949161 -0.07187076 -0.05793597
 -0.00261438 -0.01314494  0.09114903  0.11581114  0.0191417  -0.00917687
 -0.09821225  0.02253698  0.06504024  0.01187997 -0.07665176  0.05142813
  0.01481867 -0.04299543 -0.06608199  0.06212817  0.00880678 -0.02022361
  0.00188992  0.01693044  0.03237266  0.0407094  -0.09151551  0.00834838
 -0.06687119 -0.02854582 -0.01899883 -0.08877584 -0.07306808 -0.06785583
 -0.02668042 -0.08686079 -0.03122899 -0.096126   -0.09940302 -0.04114786
 -0.01118794 -0.02456119  0.10237299  0.0457694   0.05829285  0.0269904
 -0.07582853  0.07303614  0.09819691  0.04554357 -0.03757289  0.0122395
 -0.02375026 -0.04620758  0.04915571  0.03355662 -0.01673272 -0.03160168
  0.03814136  0.02140049  0.07645101 -0.04956864  0.08458473 -0.03489736
 -0.01483705 -0.09440386 -0.0177067  -0.03782773  0.092034   -0.05847533
  0.03416728 -0.10014875  0.05446247 -0.01219359 -0.01178581  0.0170062
  0.02063199  0.0280363  -0.05875506 -0.06327139 -0.07975429 -0.00339872
  0.06447438  0.04285989  0.03864308  0.02079507  0.06337488  0.00664001
  0.04369505 -0.02273122 -0.04859193 -0.00596779 -0.02545129  0.05878874
  0.04876953  0.04239792  0.0285161   0.04310243 -0.00147051 -0.05626027
  0.05326679  0.02257927  0.11026843 -0.03627414  0.05183361  0.00511853
 -0.02430405 -0.04927352 -0.03948695  0.01372336  0.04288475 -0.02797007
  0.00965415  0.02358212  0.01724879 -0.05074048 -0.0239223  -0.03670223
 -0.03629795 -0.06677882  0.01246166 -0.0510321  -0.03407185  0.0705419
  0.07094585 -0.045756    0.09376499  0.09360396  0.05651963  0.14142736
 -0.03465621  0.01794433  0.0121238   0.00047371 -0.03200415  0.1281866
  0.04155488  0.03456665  0.0019532   0.02266233 -0.03444227 -0.00060531
  0.04340588  0.0196845  -0.02279693 -0.00507485 -0.0225313  -0.02719497
  0.06972252 -0.02721721  0.01661563  0.00838534  0.02451702 -0.05608593
 -0.03338553  0.00691672  0.06015533  0.01729999  0.03940149  0.03431227
 -0.00158252 -0.0233591   0.01269767 -0.02157444  0.01116291  0.04731141
  0.01587944  0.1148094   0.03419909 -0.12011851 -0.09763778  0.00599328
  0.0696708   0.06610194  0.02172305  0.06872168  0.10566639 -0.09605878
  0.01750045 -0.03264993  0.03595455  0.02923399  0.03987257  0.05016707
  0.03697068  0.04188543  0.03213804 -0.04666077  0.05699246  0.01198044
 -0.07768025 -0.13839658  0.02451303 -0.08252325 -0.00257605 -0.05651829
  0.03602874 -0.02766734  0.04991164  0.00813631  0.06210486 -0.06277565
 -0.04513971  0.05019295 -0.07214874 -0.0115132   0.08725332  0.03616189
  0.09481738 -0.03195945  0.03521327 -0.00023792  0.01243545 -0.00054302
  0.11346288  0.05364302  0.04228862 -0.01260626]"
PC4,54.09158821,0.130054496,"[ 3.91820158e-02 -4.64365241e-02 -3.86412030e-02 -5.51723643e-02
 -4.55071734e-02  8.49652417e-02 -2.49883070e-02 -3.83282271e-02
 -4.13635796e-02 -1.81139614e-03  9.43232611e-02 -4.46644033e-02
  4.42758329e-02 -9.17642379e-02  3.62360204e-02  4.18369243e-02
 -1.79092517e-03  1.24549384e-01  7.79627549e-02 -8.89000887e-02
 -1.50114343e-03 -1.44186522e-02 -3.36656716e-02  5.30879999e-02
 -7.22333689e-02 -3.54184396e-03  1.08091930e-01  3.89352483e-02
  2.47514904e-02 -8.44751286e-02 -1.02753819e-01  6.99294541e-02
 -2.83000363e-02 -1.62795630e-02 -9.80756172e-02  1.09058222e-01
 -3.42950360e-02  3.00897175e-02  6.83892841e-02  1.56454642e-02
  5.62407941e-02  2.13821509e-02 -1.14578510e-02 -2.02833191e-02
  1.18969474e-01  1.23446221e-01 -4.21945318e-02  1.75097459e-02
  3.46216543e-02  2.58540323e-02  6.32794157e-02  1.34594691e-02
  1.20974019e-01 -3.84153679e-02  1.19379499e-01  1.00073247e-01
 -7.75822058e-02  3.86561374e-02  5.63878156e-03  1.41384882e-02
 -7.50013145e-03 -1.85211442e-02 -1.07469190e-01 -1.06948056e-01
 -7.13070315e-02  5.40193841e-02 -7.64659043e-02 -4.39336352e-02
  6.05537416e-02 -7.81611399e-02  3.67405925e-02  2.54844683e-02
 -1.63422899e-05  4.26406555e-03  3.43371472e-02  3.34476282e-02
 -5.23625913e-02  4.27908012e-02  8.83630490e-04 -3.55725091e-02
  8.88472768e-02  7.16883375e-03  8.32784050e-02  4.71791657e-02
  9.25265746e-02  1.58175444e-02 -3.02311363e-02 -3.58137123e-02
 -1.09957873e-01 -1.74923442e-02 -9.60648625e-02  5.15184882e-03
 -2.69985576e-02  1.01529166e-01 -5.31465182e-02 -7.91804935e-02
  1.62750390e-02 -2.48025484e-02  5.68888299e-02 -2.74928310e-02
 -1.17438266e-02  5.26784784e-02 -5.35948673e-02 -3.75228751e-02
  5.31619432e-02 -4.84520423e-02 -1.86176023e-02  1.30508541e-02
  5.81814725e-02 -5.95585550e-02  1.91416078e-02  2.38871402e-02
 -1.18480422e-02  5.49213206e-02 -3.23365447e-02  1.49119121e-02
 -4.44422006e-02 -1.10342697e-02  1.77226450e-01  4.53483458e-02
 -4.36572208e-02 -5.45829099e-02  4.72063194e-03  2.88018152e-02
 -1.13469542e-02 -4.52380963e-02 -5.78167371e-02  2.99799013e-03
 -1.43554513e-02 -6.64304974e-02 -1.31885200e-02 -1.13245699e-01
  7.19781173e-02  1.38601420e-02  5.79649614e-02 -3.12572228e-02
 -4.00594615e-02 -4.53772340e-02 -2.36219910e-02  5.42215383e-02
  8.21112278e-02 -3.88996302e-02  9.09312643e-02 -1.38286397e-02
  4.45321794e-04 -1.22345580e-04  5.14405385e-02  5.14746248e-02
 -7.87205316e-02  5.52348843e-02  5.07552546e-02  7.30103486e-02
  9.43536182e-02 -1.12869149e-01  5.87902715e-02  4.60372525e-02
 -7.94988169e-03  6.75751352e-02 -6.86226746e-02 -2.12826765e-03
  4.35706691e-02 -7.13866124e-02 -3.56614873e-02 -2.13794963e-04
 -8.84906271e-04 -4.98636266e-02  7.85790794e-04 -3.27898268e-02
 -5.06405310e-02 -2.18321740e-02 -4.89737709e-02  1.94775656e-02
  6.80518662e-02 -4.10545286e-02  1.17095030e-02 -3.13737412e-03
 -2.04670909e-02  3.33969290e-02 -1.16671167e-01 -8.33474692e-02
 -6.23520398e-02 -9.29510716e-02 -3.72889990e-02  3.23659562e-02
  7.83665147e-02  4.41404475e-02  2.49503376e-02  2.59511235e-02
 -8.00753672e-02 -1.55500065e-02 -3.32880620e-02  3.97896683e-04
 -1.61570998e-02 -5.85300519e-03  3.58477589e-02 -1.26169410e-01
  6.49900376e-02 -6.61007301e-02 -7.47273545e-02  4.44539224e-02
  4.97511263e-02 -6.72777944e-02  5.18766437e-03 -8.85016702e-02
 -5.39205075e-02  5.44415734e-03 -8.57749120e-03 -1.29205504e-01
  2.34522306e-02 -2.51854287e-02  1.94249423e-02  6.39370250e-02
 -3.42411660e-02  1.77465123e-02  4.61442713e-02  2.05036705e-02
  2.64655077e-03 -2.23924279e-02  1.85123974e-02 -4.92937699e-02
  7.10156797e-02  8.85182800e-03  3.77220766e-02 -1.91761626e-02
  2.60732846e-03  4.03051340e-02  9.65842067e-02  2.51031360e-02
  2.57359046e-02 -5.09347846e-02  6.87602697e-02  3.96201977e-02
 -1.06586327e-01  5.46978658e-02  6.29050858e-02 -3.21749384e-02
 -2.23591083e-02  1.61956641e-02  4.98371124e-02  4.23768485e-02
 -7.97447390e-03 -5.82516088e-02  3.13723842e-02  1.59265391e-02
 -1.15208219e-02 -1.75707007e-02  4.15599925e-02 -3.41181106e-02
 -6.60471826e-02 -2.46792752e-02 -3.65183144e-02 -3.74312024e-02
  1.94077819e-02 -3.16603917e-02 -8.13813388e-02  1.58462304e-02
 -1.47953698e-04 -5.84894674e-02 -7.71866885e-05  2.61172077e-02
  2.39985392e-02 -8.81508659e-02 -9.45421243e-02 -8.89420792e-02
  1.84112464e-02  2.66169030e-02 -1.01043475e-01  4.23439816e-02
  1.14745622e-01 -6.46002878e-02  2.18429676e-02  6.12470275e-03
  3.38209534e-02 -7.78189264e-02 -7.36191900e-02 -3.59096584e-03
 -5.29034210e-02  1.69728564e-02  7.21195992e-02 -1.02305532e-02
  8.22010857e-02  1.53247535e-02 -4.37957713e-03  4.87694194e-02
  8.81809373e-02  4.08463257e-02 -9.50985444e-02 -7.00479282e-02
  1.34502378e-02  2.78709675e-02  5.93643003e-02 -3.27002397e-02
  1.07100465e-01 -6.27697608e-02  8.74557491e-02 -7.87425470e-02
 -6.90635410e-03  8.99685194e-02 -3.18316019e-02  1.72989215e-02
  1.24655776e-02  3.78029844e-02 -5.73960994e-03  1.89870864e-02
 -7.53865895e-02  7.55018398e-02  7.83861295e-02 -1.10060811e-01
 -6.14200263e-02  3.46404474e-02  7.20119245e-02  2.25336088e-02
 -3.25732147e-02 -4.22610927e-02  3.53311325e-02 -2.33853251e-02
  5.72376347e-03  1.92196902e-02  1.30279738e-02 -2.95592370e-02
  2.52177270e-02 -1.85792199e-02]"
