,PCA dimension,cum. variability (in %),lambda,alpha
0,PC1,19.007612664821707,1.1004520357033545,"[ 4.09409783e-02 -1.65839461e-02  4.99860609e-03 -9.77989540e-03
  2.85017950e-03 -2.41194456e-02 -7.89967264e-02 -2.93716879e-02
  2.60079370e-02  3.25242213e-02 -4.72685461e-02 -8.08180887e-03
  1.00620286e-01  7.09835395e-02 -6.48840693e-02  3.35636259e-02
 -7.36306796e-02 -3.32497052e-02  1.37156869e-01 -1.05455081e-02
  6.90222725e-02  1.65208834e-03  1.66025573e-02  2.66370301e-02
  2.88872014e-02 -4.43018720e-02  1.67024096e-01  4.79038430e-03
 -1.26287383e-01  1.79071917e-02  3.02881520e-02 -1.23829710e-02
  2.20164778e-02  3.64171917e-02 -3.80314690e-02  1.64604972e-01
 -4.58880055e-02 -4.80733880e-03  1.49451381e-01  4.93991026e-02
  3.98594727e-02 -6.73567460e-02 -2.32904303e-02 -9.73434756e-02
  3.39564890e-02 -5.86984413e-03  5.23070764e-02  6.76027621e-02
  2.29688815e-02 -2.33260814e-02 -1.71212115e-03  1.43262455e-01
  1.62010961e-01  9.90266036e-02 -3.50108109e-03 -4.39451442e-02
  2.42213117e-02 -4.94782056e-02  5.59978539e-02  2.45313508e-02
  3.88263253e-02  3.55065455e-02  4.35308030e-02  3.39622267e-02
 -2.96781507e-02  1.39172982e-01 -8.06963837e-02 -3.28550212e-02
 -1.27956780e-01  9.39538875e-02 -1.57004379e-02 -1.41883549e-03
 -1.52364547e-02  5.64694480e-02 -2.91879430e-02  2.11225480e-02
 -3.36689277e-06  1.70741963e-02 -5.46425624e-02 -3.17147480e-02
  6.50555919e-03 -6.19756034e-02  1.12036778e-01 -8.22803359e-02
 -9.63037730e-02  3.35432850e-02  3.06804321e-03  9.35123426e-02
 -5.31988227e-03  1.87776421e-02 -4.77783272e-02  6.39934567e-02
 -9.57067436e-03  2.97527020e-04 -8.86288252e-02 -4.32061760e-02
 -1.04880235e-02 -4.42050441e-02  2.51408672e-02 -4.24456979e-02
 -1.51063844e-02  6.31536279e-02 -3.84849993e-03 -9.10558150e-02
 -2.37031900e-03 -6.41516817e-02 -3.57732268e-02 -6.06278035e-02
  1.04197353e-02 -1.21007394e-02 -1.04181612e-01 -1.16209925e-01
 -9.48436303e-03  5.39914334e-02 -1.87941450e-02 -1.71779014e-02
  4.27502285e-02  3.59918830e-02  7.05217711e-03  6.28866025e-02
  2.98176701e-02 -2.82878330e-02  7.34709520e-02  4.16643568e-02
 -2.07113867e-02 -6.71394749e-02  4.47191103e-02 -2.44515022e-02
  1.45066699e-02  2.30707747e-02 -2.64734927e-02  1.99966438e-02
 -3.17799178e-02 -5.44398370e-02 -8.66864498e-02  2.17904417e-02
  1.14397801e-02  2.64813244e-03 -6.00427906e-02 -1.56065614e-02
  1.65805404e-01 -2.85855041e-02  1.97589516e-02 -1.73930987e-02
 -2.65329018e-02  3.55897806e-02 -1.13229916e-01  1.20744001e-03
  5.16275007e-02 -4.35576270e-03 -3.52502397e-02 -7.20129763e-02
 -5.92070806e-02  2.46004244e-02  1.25457545e-01  6.08537346e-02
 -2.80962114e-02  4.69929834e-03  5.43730895e-02  6.62997141e-02
 -8.07516374e-02 -2.61484881e-02  4.89958712e-02  9.21935574e-03
  6.30021809e-02 -6.05589204e-02 -1.15984945e-01 -1.30415881e-02
  3.67996299e-02 -1.02768838e-02 -3.00229283e-02 -5.97862833e-02
 -1.01156392e-01 -5.13264193e-02  1.06841964e-02 -3.36155908e-02
  7.54930489e-02 -7.33252064e-02 -2.46831430e-02  4.90728614e-02
  1.17727062e-02  4.43430297e-02 -5.66288933e-02 -4.88542989e-02
 -2.00395227e-02 -2.17695939e-03  3.97829543e-02  2.82196248e-02
  1.74288938e-02  5.40780335e-02  6.83279870e-02 -9.94869685e-04
  3.81974150e-02  3.86604141e-02 -7.20345673e-02 -1.30836389e-02
  1.56588048e-02  5.64156525e-02 -1.97129345e-02  1.34029471e-02
  3.36150496e-02  5.82652990e-02 -3.43404768e-02 -3.24914566e-02
  3.70836998e-02  3.06286814e-02  6.21163367e-03  9.25070801e-02
  4.52157151e-02 -2.17824232e-02 -6.49757918e-02 -1.41468998e-02
 -3.32369680e-02  4.04888010e-02  1.35728162e-02  2.05543865e-03
 -1.06951683e-01 -2.95503875e-03 -8.67921548e-03 -9.59470932e-03
  1.58828938e-01  6.64733621e-02 -2.40225926e-02 -3.56993433e-02
 -2.37383960e-02 -6.40649562e-02  3.54511189e-02  1.99209758e-02
  3.00942737e-02 -4.46280216e-02 -2.73132255e-02 -1.27152640e-01
  6.71180425e-02 -1.33071981e-01 -7.46138798e-02  1.09278567e-02
  6.37573754e-03 -4.00882738e-02  1.34130525e-01 -1.34452372e-01
 -3.65757485e-02  1.28696596e-02  6.84293227e-02  8.85700424e-04
  2.28943921e-02 -2.25759186e-03  2.23666188e-02 -1.13196043e-02
 -1.38446839e-02  1.08267308e-02 -2.92965444e-03 -6.54190329e-03
 -3.97666574e-02 -6.50009982e-02 -2.97955626e-04 -2.08271271e-02
  8.39302209e-03 -2.28960783e-02  3.67170678e-02  4.33397473e-02
  5.13203072e-02  2.97048378e-02  5.28165533e-02  4.46420047e-02
 -4.57429371e-03 -3.99175036e-02  1.59160736e-02 -5.54092097e-02
  9.00563458e-02  1.24456903e-02 -5.35473057e-02 -1.44046012e-01
  3.30675490e-02 -1.82484232e-02  2.63452526e-02 -5.65537840e-02
  2.87834658e-02  6.00676942e-03  3.53144291e-02 -8.00927896e-02
 -9.94616322e-02 -4.01686017e-02  1.55728514e-02 -6.42008039e-02
 -7.57336945e-02  2.41219381e-02  5.13821517e-02  1.20408170e-02
 -5.43181007e-02  2.71468757e-02  4.62760566e-02 -3.26654117e-02
  8.83163383e-02  3.62039853e-02 -4.57337806e-02 -1.95914289e-02
 -6.89845568e-02 -7.68884732e-03 -2.44107850e-02 -3.85672464e-02
  1.08895871e-02  1.71866748e-02  5.98291475e-02 -1.63268322e-02
  4.53219606e-02 -1.65565636e-02 -1.47013387e-02  7.79391656e-03
 -2.65203090e-02  5.09277671e-03 -7.77636414e-02 -3.96557794e-03
  7.94683681e-02 -2.03796762e-02  2.39092711e-02 -3.55715333e-03
 -2.33701746e-02  1.32790762e-03 -1.44092651e-01  2.24222750e-02
  5.29956804e-02 -3.08672211e-03]"
1,PC2,28.654588128552433,0.5585148421658647,"[ 0.01873985 -0.02917706 -0.00830475 -0.05152391  0.00299573  0.04792429
  0.04575866  0.00508928 -0.0004676   0.02048135  0.03425226  0.01072286
  0.0754963  -0.03406414  0.02348987 -0.0915822   0.01666882  0.04416826
  0.08233427 -0.00421317  0.0131505  -0.00227083  0.01664096 -0.02605143
  0.05198625  0.01204253  0.11197103 -0.09213666  0.04451346  0.02360624
  0.05071786  0.06596108  0.03698341 -0.01629127  0.01367532  0.11810775
  0.01680617 -0.00105156  0.09252463 -0.00517428 -0.08209314  0.01438972
  0.01594946  0.02838135  0.06150917  0.06372412  0.04877801 -0.07923381
 -0.12290018 -0.12415123 -0.07232252  0.11078711  0.11156039  0.0833975
  0.03271453  0.06925363 -0.11619676  0.04782013  0.00978726  0.02775597
 -0.0323696   0.05028846 -0.03410462  0.03403541  0.02562568  0.09578556
  0.03579954 -0.00203781  0.08085581  0.08086382 -0.08044993 -0.1011288
 -0.11508219 -0.12537414 -0.06088188  0.01562344  0.01214872 -0.08892102
  0.00885693  0.00468768 -0.07507236  0.00150498  0.0237387   0.08155222
  0.06131547 -0.05184815 -0.00559964  0.02528077  0.00805501 -0.00956557
  0.00748936 -0.1027996   0.01443829 -0.0646496   0.00695095  0.01419757
 -0.07501364 -0.02289965 -0.09252531  0.002217    0.03018156  0.00907345
 -0.05296409  0.02194142 -0.11371837  0.0142429   0.0073334   0.0415352
 -0.10592089 -0.02054124  0.04527451  0.03274746 -0.14914087  0.04306499
 -0.01788008  0.00824455  0.06456942  0.00264924  0.05685502 -0.0802825
 -0.0007289  -0.06820024  0.06141488 -0.06408848 -0.00587429  0.01472476
  0.00353457  0.01198465 -0.00505388 -0.1103669  -0.0278912   0.05514243
  0.05532858 -0.01012178  0.01177016  0.02747045 -0.012286    0.01180588
  0.00481214  0.01607693  0.10029611  0.01450564 -0.08316267  0.00708244
  0.00798941  0.02837546  0.05650187 -0.09872465  0.04264276 -0.07264324
  0.02472579  0.08856009  0.07771451  0.03061649  0.0735294   0.03715007
  0.02307119 -0.03959254  0.01859772  0.0387988   0.02516235 -0.05452237
 -0.01746953 -0.00245817 -0.09200286  0.01876409  0.02736058 -0.03879499
  0.01379299  0.02686574 -0.00344009  0.0267255   0.0563037   0.01996077
  0.01374861  0.00051053  0.06426329  0.0144772  -0.06436882  0.04200492
  0.01939512  0.04736731  0.0318635   0.05547663  0.03121248 -0.10763158
 -0.08532507 -0.11121479  0.0451207   0.04831854  0.04011001  0.02217074
  0.06465582  0.01283563  0.03539322 -0.04751448 -0.08758351  0.04493838
  0.008798   -0.07419177 -0.0883184   0.0392833   0.00397629 -0.02984653
  0.0863516  -0.05481394 -0.01840344 -0.00245138 -0.07056119  0.00415224
  0.00170207 -0.04966229  0.0060803   0.02491134 -0.1103796  -0.03275755
  0.02580613 -0.12948566 -0.00108166  0.01278762  0.10933649  0.09526405
 -0.14612646  0.01512337  0.0112381   0.01003033 -0.10116111 -0.10002029
 -0.07012214  0.02369868  0.06209571  0.07317933  0.03665544  0.04720865
  0.01930052  0.00959089 -0.01658543  0.0094636   0.12012222  0.05541447
  0.0052076  -0.00186072  0.02455272  0.0146595  -0.03207564 -0.05311519
 -0.07069214  0.01332572 -0.05599604  0.00072531 -0.04909428 -0.05712489
  0.06147264  0.01211566  0.0019857   0.01921756 -0.00021567 -0.00949037
  0.01411167 -0.07953981 -0.07218272  0.0600445   0.0591979   0.03382823
 -0.10929321  0.02480014  0.0433885   0.09419907  0.06290069 -0.02118475
 -0.01802241  0.05935808 -0.07341479  0.01863342  0.02426319  0.01331726
  0.01533808 -0.11140981 -0.08676666  0.01843191  0.06416333 -0.01079633
  0.00362837  0.0179979   0.00463209 -0.10791646  0.03478536 -0.00160662
  0.0038484  -0.07539478 -0.09028487  0.04015984  0.073947   -0.00732014
  0.00566684 -0.00488833  0.01870783  0.04646198 -0.00963908  0.0052672
 -0.11333801 -0.1022822   0.06865782 -0.00358693  0.05371858  0.02413582
 -0.01409276 -0.05359018 -0.02423753  0.01204828  0.0756454  -0.09240232
 -0.11710893 -0.00981574 -0.07739341  0.03461669  0.01263008  0.00535674
  0.05757825 -0.00757488 -0.08733788  0.0041315 ]"
2,PC3,35.40837499690189,0.3910127294279785,"[-0.0681148  -0.00090427 -0.04476458 -0.10999482 -0.05654722 -0.05760043
  0.07660271 -0.06140784 -0.06058187 -0.04146576 -0.07358823  0.02544227
 -0.03755199  0.0350976  -0.05237887  0.04990623 -0.04878689 -0.05604588
  0.04724555  0.03945169 -0.05157914 -0.00974751 -0.07214492 -0.13784411
  0.02838593 -0.11782573  0.04829359  0.0026745   0.09438578 -0.09323366
  0.01837243 -0.06213344  0.00928093  0.02194297 -0.05796509  0.03728939
 -0.10005603 -0.07286502  0.02512112  0.04589588  0.0050604  -0.0381763
 -0.05512875  0.11634218 -0.10932504 -0.10415724  0.01161718  0.03917487
  0.00687626 -0.02677614  0.02934007 -0.04719732  0.04039553  0.03701099
 -0.06101235  0.10544864  0.00207169 -0.05032137  0.03593386  0.02091875
 -0.02210409 -0.00122194  0.03849173  0.04761127 -0.08512129 -0.02353771
  0.03064992 -0.08502148  0.10037872  0.06822289  0.04008908  0.03441454
  0.03739529  0.03106524  0.01091109  0.08442326 -0.04394443  0.00130034
 -0.03902329 -0.03593461 -0.0032174   0.0354573  -0.04132023  0.09208484
  0.13275268  0.05946835 -0.04974528  0.05191931 -0.1060215  -0.08526495
 -0.04664594  0.07222674 -0.00169215 -0.01950662  0.01109831 -0.04682696
  0.02622141  0.02552016  0.02955009 -0.00551062 -0.05785049 -0.03253073
 -0.06333653 -0.0128631   0.03998625 -0.03504448 -0.07515824 -0.05591203
 -0.00495645 -0.0256468   0.09297608  0.10501088  0.00598048 -0.0119052
 -0.09915158  0.02678939  0.05864432  0.01444647 -0.07570405  0.04938535
 -0.00126094 -0.08133912 -0.08106919  0.06612206  0.02216703 -0.03511538
 -0.01700115  0.01936926  0.03368579  0.02735958 -0.10417    -0.00766971
 -0.05495742 -0.02605261  0.00293425 -0.10433867 -0.08544605 -0.08032016
 -0.04117847 -0.0818885  -0.0011205  -0.10277472 -0.10281672 -0.04777151
  0.00138151 -0.03235392  0.10549596  0.0473357   0.04623437  0.04853703
 -0.06546258  0.04949885  0.09761927  0.03817744 -0.00746673  0.00081568
 -0.0147916  -0.03498599  0.05247055  0.03261818 -0.0074492  -0.04175346
  0.04413349  0.03416695  0.08725223 -0.03902386  0.07881575 -0.04185861
 -0.01741976 -0.09589895 -0.02708807 -0.040552    0.11496092 -0.06427428
  0.02915592 -0.0937636   0.05390829  0.00462732 -0.01606979  0.01391292
  0.0173449   0.0111256  -0.05946005 -0.05693136 -0.05890122 -0.02255414
  0.06970568  0.04777093  0.03398264  0.02191903  0.04232798  0.00897949
  0.03736991 -0.02662922 -0.03338051 -0.04867589 -0.013782    0.05233761
  0.03584981  0.05324088  0.03563919  0.03944942  0.01548477 -0.0661652
  0.02946112  0.01954858  0.07628603 -0.06900559  0.05977332 -0.00014555
 -0.0003425  -0.04129263 -0.04745478  0.00542785  0.04394794 -0.03313924
  0.01521272  0.01479078  0.03521866 -0.05678367  0.00099611 -0.04729743
 -0.03505957 -0.06771107  0.01700981 -0.04413893 -0.02505638  0.06487718
  0.08627082 -0.05984647  0.08939901  0.08770632  0.05175601  0.13522303
 -0.03003802  0.0218476   0.01096786  0.01537379 -0.01817902  0.11284909
  0.04737258  0.03031704  0.00414359  0.03150876 -0.04065115 -0.0466484
  0.05285311  0.02392136 -0.05510403 -0.02088861 -0.05480713 -0.03538985
  0.04448181 -0.02732807  0.00686529  0.01311763  0.01989588 -0.0640885
 -0.03389245 -0.00692063  0.07093254  0.00963994  0.03416204  0.02821291
 -0.00939636 -0.01749605  0.00601948 -0.01484865  0.09812232  0.0605638
  0.02820392  0.11354938  0.03578762 -0.13571077 -0.08482197  0.01435958
  0.07828741  0.06209248  0.0219048   0.0825162   0.12096966 -0.09141422
  0.02952928 -0.02045241  0.05360853  0.02963695  0.03419103  0.06665564
  0.05765315  0.04260102  0.03578963 -0.0543873   0.06786704  0.00111558
 -0.05639573 -0.13214883  0.03084209 -0.07142592 -0.00931946 -0.0634308
  0.05308369 -0.04640436  0.04575842  0.02351824  0.04550751 -0.05313172
 -0.03711536  0.01193067 -0.09289133 -0.01605336  0.08258063  0.03859663
  0.10857086 -0.02709004  0.03525753 -0.01473457  0.01278567 -0.00205308
  0.11308314  0.05602817  0.04639141 -0.01780468]"
3,PC4,40.897329669249224,0.3177848501851677,"[ 0.01249608 -0.00943966 -0.02131405  0.02497634 -0.02191908  0.02783166
  0.02169813 -0.0339193  -0.00332596 -0.01151363  0.05510056 -0.05864059
  0.03336673 -0.06771435  0.02763518  0.0112275   0.00316062  0.07436921
  0.11930498 -0.06261841  0.01846902 -0.01233239 -0.0067556   0.04785406
 -0.09566414  0.02158777  0.2267769   0.02409456  0.0332169  -0.09005147
 -0.11102642  0.00612149 -0.06292346 -0.00165306 -0.03893478  0.23142244
 -0.01734974 -0.0041603   0.12977503 -0.02933222  0.02208852  0.02446703
 -0.02266484 -0.0042557   0.07169295  0.07761096 -0.07642482 -0.00345441
  0.05263246  0.06131822  0.0415126   0.12984555  0.23591913 -0.03877615
  0.04562172  0.07023629  0.01103472  0.0137026  -0.03842002 -0.02890961
  0.00508204 -0.06991739 -0.06612999 -0.11394579 -0.02395735  0.09821683
 -0.02672001 -0.03932998  0.03079925 -0.09470327  0.02473242  0.01907332
  0.03379075  0.0201796   0.02106447 -0.02844981 -0.04608922  0.04135606
 -0.01694713  0.0004272   0.02805135  0.00491728  0.04280704  0.06017798
  0.05686877 -0.01755203 -0.03148468 -0.0362692  -0.03441685 -0.02700202
 -0.02280738 -0.00120489 -0.01635278  0.03955964 -0.0060117  -0.01692235
  0.0013548   0.00186638  0.02711367 -0.0240726   0.01003712  0.07079719
  0.06165262  0.00205605  0.05527683 -0.01896211  0.00417715  0.02920452
  0.05169629 -0.03579792  0.0211216   0.00230872  0.05759798 -0.02634994
 -0.02541466 -0.02582059 -0.09889922 -0.04639885  0.05226762  0.00166208
 -0.00741968  0.07320115  0.03555968 -0.01043103 -0.009345   -0.00376611
 -0.0477037  -0.02399305 -0.04600018  0.01251308  0.01388451 -0.10286508
  0.05400338  0.01697294  0.04796071 -0.04294506 -0.04811665 -0.0433073
 -0.03417259  0.00081198  0.20480817 -0.01584091  0.06731208 -0.02448
 -0.01874652 -0.01490521  0.0631762   0.03127764 -0.10615326  0.02365805
  0.03656902  0.10842787  0.08150796 -0.11880053  0.05590208 -0.02586335
 -0.02358152  0.01727649 -0.06520988 -0.02512676  0.03415379 -0.02211425
 -0.06102949 -0.03757583 -0.01875224 -0.01420679  0.03021239  0.02960756
 -0.05159182  0.00548335 -0.03315213  0.01988145  0.11484289  0.01386544
 -0.02243856  0.00450351 -0.08569076  0.03612181 -0.00446975 -0.09565611
 -0.03591723 -0.10211827 -0.00211441  0.01463309  0.01652415  0.04747844
  0.01170479  0.02737351 -0.10885066 -0.08527046 -0.06937037 -0.03484281
 -0.10024456 -0.04381853  0.03470652 -0.02560327  0.03156993 -0.10777132
 -0.05073276  0.01671193  0.00944847 -0.10167147  0.00143866 -0.00913457
 -0.09014304 -0.0123587   0.00486895 -0.06799004 -0.00566546 -0.0296538
  0.01945404  0.01750035 -0.01814671 -0.0315827   0.03517867  0.01216839
  0.01641485  0.04049247 -0.01999317  0.00318832  0.19883548 -0.01569895
  0.07088817  0.01471607 -0.02552906  0.02506008  0.05479089  0.02512435
  0.00608392 -0.01351927  0.05645337  0.05230891 -0.11720573  0.04881513
  0.04002646 -0.05135503 -0.01189553  0.0234118   0.11991706  0.03133541
 -0.03303376 -0.05793052 -0.01854293 -0.03362148  0.0062645   0.03234519
  0.00499208 -0.02328663  0.01462426 -0.03922373 -0.01962157 -0.00549738
  0.05962412 -0.02273923 -0.02709084 -0.00691795 -0.04297369 -0.03278139
 -0.02567879  0.01431293 -0.00147668 -0.08453644 -0.10275815 -0.09540113
  0.06547971 -0.01687785 -0.10205698  0.02929352  0.19224537 -0.04043232
  0.02803545  0.02855959  0.01975439 -0.01401192 -0.04839341 -0.02557455
 -0.06210678  0.04008331  0.0339421  -0.0016704   0.06584673  0.00872611
 -0.03017383  0.03043488  0.05810267  0.06302974 -0.10368183 -0.0586124
 -0.00518292 -0.00224212  0.0188716  -0.01839206  0.0059405  -0.06194374
  0.04152853  0.00188555 -0.01062376  0.05280924 -0.00656961 -0.00252181
  0.03716172  0.04224556 -0.06860634 -0.00998297 -0.10751411  0.01746932
  0.01337119  0.00169696 -0.01425467 -0.03402552  0.09095112  0.01692189
 -0.07731179 -0.0281995   0.01773287 -0.05906241 -0.02797456 -0.02648443
  0.03066215 -0.06349483 -0.0009894  -0.02537112]"
4,PC5,45.12500912277284,0.24476290331513556,"[ 5.14267540e-02 -3.29442672e-03 -4.93020475e-02 -8.91219688e-02
 -2.63234419e-02  1.15850024e-01 -3.92001783e-02 -5.86748156e-02
 -4.30111939e-02  1.54557515e-02  7.27161968e-02 -8.92935182e-02
  2.74468775e-02 -5.00501455e-02  3.29761796e-03  2.73885567e-02
 -2.59049375e-02  1.69085767e-01 -5.77662914e-02 -6.25573594e-02
 -2.18764970e-02 -1.36838506e-02  2.87290463e-02  5.13587373e-02
 -9.37977255e-04 -9.98573777e-03 -1.86502467e-01  3.15872980e-02
 -3.10683112e-02 -1.19472906e-02  1.17579103e-02  1.35376925e-01
  2.38583504e-02  2.03665004e-03 -1.09547422e-01 -1.73609270e-01
 -5.14526078e-02 -1.78985726e-03 -5.40341682e-02 -1.76926414e-02
  4.66352597e-02  9.93592228e-03 -2.96755769e-02 -4.61581153e-02
  1.86376012e-01  1.62644833e-01  1.38944558e-02  1.25674790e-02
  3.46388327e-03 -2.60816650e-02  3.05837735e-02 -2.99960216e-02
 -1.70339138e-01  6.22650201e-02  8.56007062e-02  1.00397604e-01
 -1.19266132e-02  4.85856332e-02  9.44240697e-03  3.60392838e-02
  6.35212314e-02  3.45261861e-02 -6.94699881e-02 -1.23935788e-02
 -3.87160615e-02 -2.14431608e-02 -7.35595922e-02 -3.43233448e-02
 -2.03208716e-05  3.28775257e-02  3.23170008e-04 -3.58066403e-03
  4.70723161e-03  2.56063295e-03  1.82919085e-02  3.57391429e-02
 -4.51637346e-02  1.63057784e-04 -1.13355734e-02 -6.66530152e-02
  6.17381253e-02  4.33908883e-02  7.06983030e-02  4.85986905e-02
  5.48749395e-02  6.72557426e-03 -4.14941191e-02  4.97117975e-02
 -6.08677345e-02 -2.00416174e-02 -8.26574913e-02  3.76085689e-02
 -2.02462555e-02  8.94189306e-02 -5.58803155e-02 -9.55656311e-02
 -8.19293332e-02 -9.67016643e-02  5.32611835e-02 -2.70115673e-02
  2.51780428e-03  1.35614697e-01 -3.15247565e-02 -6.44326316e-02
 -2.10947733e-02 -8.82469723e-02 -3.51868190e-02  4.10475911e-02
  5.69517241e-02 -2.29498209e-02 -2.85055320e-03 -1.98834067e-02
 -2.54195061e-02  5.97092187e-02 -6.11175690e-03 -7.59101872e-03
  7.20144533e-02 -2.06000537e-03  2.13607123e-01  3.98583225e-02
  1.07086038e-04 -1.18384350e-02  6.02814055e-02  1.04752824e-02
  2.14566149e-03 -8.00430232e-02  1.93415736e-02 -8.45633938e-03
 -2.38424750e-02  2.89902500e-03  1.75777530e-02 -3.64410887e-02
  1.20137365e-01  1.44907806e-02  3.58299082e-02  2.61968146e-02
 -2.17036663e-02 -4.03391332e-02 -4.53585424e-02  3.58983732e-02
 -1.38614215e-01 -5.59850203e-02  1.30495789e-01 -1.12047145e-02
  1.40959272e-02  7.68717461e-04  1.25545260e-02  1.48268761e-02
  3.75291496e-02  2.89415310e-02  8.91849562e-02  1.90657626e-02
  9.34150471e-02 -3.96142139e-03  2.50851038e-02  4.77555268e-02
 -1.69550422e-02  1.55978527e-02 -4.59831693e-02 -2.69442516e-03
  3.95468858e-02 -4.75397679e-02 -3.05693283e-02  5.09795368e-02
  3.14107239e-04 -3.83590696e-02 -3.38529537e-02 -1.98628674e-02
 -4.22360739e-03  7.21067261e-03 -7.01055989e-02  9.26826701e-03
  6.64434922e-02 -9.07389729e-02  1.03600999e-02 -1.74334670e-02
  8.25416934e-02  3.01476881e-02 -9.43286888e-02 -1.18085367e-02
 -7.57611586e-02  2.80573940e-03 -1.99154751e-02  5.28056334e-02
  6.46552746e-02  3.88394988e-02  1.32318351e-02  3.48285193e-02
  5.35765469e-03  6.24312510e-02  8.53869927e-02 -1.13969546e-02
  6.01959505e-02 -3.32242631e-03  3.36839010e-02 -9.74493685e-02
  3.95357878e-02  4.63410575e-02 -9.52418355e-02  1.67411927e-02
  2.50581772e-02  5.49297346e-02  2.15096425e-02 -1.11433407e-01
 -1.04642293e-03 -6.22840073e-02  2.86859599e-02 -3.01215258e-02
  2.91484575e-02 -3.55049749e-02  1.28734926e-02 -1.68770119e-02
 -2.42934072e-02  1.24710630e-02  1.07215817e-02  1.41980640e-02
 -5.35707698e-02 -3.64089398e-02 -6.36660364e-03 -4.79533620e-02
 -9.84170882e-02  5.89530278e-02 -1.07205875e-02 -4.95636378e-02
 -2.32967228e-02  2.46367295e-02  9.83875758e-02 -4.99853738e-03
  7.79614656e-03 -7.24389267e-02  5.99075687e-02  1.31455349e-03
  2.58658962e-02 -2.97967442e-02  1.16134196e-01 -2.42097722e-02
  1.94410221e-02  4.00863867e-02 -4.39030009e-03 -3.35507063e-02
 -3.24071692e-02 -3.16628166e-02  5.66458192e-02 -1.18091140e-03
 -1.02111287e-02  2.76756912e-02  2.53679943e-02 -4.96894887e-02
 -4.78564762e-02 -2.27929972e-02 -7.68679694e-02 -6.92407288e-02
  2.60002648e-02 -6.49755961e-02 -9.74117384e-02 -8.59025857e-03
 -1.22220518e-03 -7.38765555e-02  7.35780913e-03  2.85559935e-02
  1.72409114e-02 -3.07893626e-02 -8.07894045e-03 -1.46702766e-02
  2.35300534e-03  3.97060466e-02 -6.97692509e-03  7.12282728e-02
 -1.75321304e-01 -4.22610815e-02 -8.73493010e-03 -5.79448547e-02
  2.63529395e-02 -6.85832887e-02  2.82891223e-03 -1.90574718e-02
 -3.17182813e-02 -3.49244648e-04  7.53328008e-02 -3.01258387e-04
  4.50894552e-02 -1.63872602e-02  4.84144977e-03  5.09246609e-02
  5.63143962e-02  2.89544823e-02  3.25622511e-03 -4.65234930e-02
  2.05293705e-02  6.00926876e-03  4.48625303e-02 -3.39736952e-02
  3.25952903e-02 -3.12950999e-02  1.01137680e-01 -9.49911637e-02
 -3.45208259e-02  8.32939430e-02 -3.01298844e-02 -3.07127361e-02
  1.34745013e-02  4.67390922e-02  7.37905781e-02  5.17116973e-02
  2.65422170e-02  6.46190609e-02  4.43854118e-02 -1.24504937e-01
 -5.31643343e-02  1.94456694e-02  6.83269077e-02 -1.85108222e-02
  2.30153846e-02  9.79140445e-03  1.83651730e-02  4.75565599e-04
 -1.75446507e-02  7.10628979e-04 -5.24359714e-02 -5.31045539e-02
  4.42175179e-02 -3.40393135e-02]"
