PCA dimension,cum. variability (in %),lambda,alpha
PC1,42.39585214,1.231413928,"[ 0.08606436 -0.02934391 -0.02586539 -0.03558248 -0.02617692 -0.0239389
  0.02158205 -0.01782046 -0.04417341 -0.04963682 -0.03630191 -0.01321808
 -0.07314203 -0.07811171 -0.00156937 -0.05210914  0.00413418 -0.01461029
 -0.0836791  -0.01712137 -0.05933908 -0.03091527 -0.04353344 -0.06569746
  0.09840183 -0.01207789 -0.10653312 -0.04875063  0.06138095 -0.03709655
  0.03122454 -0.02307142 -0.03981865 -0.05025188 -0.0061932  -0.10471544
 -0.01264814 -0.02967585 -0.08800701  0.07298939 -0.06158087  0.06948206
 -0.01852687  0.04190417 -0.04422501 -0.03516369  0.08956552 -0.06818613
  0.07794426 -0.02924839 -0.03108138 -0.10625127 -0.10530231  0.101765
 -0.0313742  -0.01128265 -0.04611838 -0.0114515  -0.05108703  0.09820734
 -0.05698585  0.0889356  -0.05680764  0.09982852 -0.02580538 -0.08434382
  0.03062882 -0.01556772  0.05199582  0.10107392 -0.02809373 -0.03590669
 -0.02946487 -0.06455033 -0.01520386 -0.03804521  0.09084013  0.07440076
 -0.00553934 -0.01350669  0.08509054 -0.00664439 -0.0935027   0.01223104
  0.02560022 -0.05847413 -0.02970915  0.09747988 -0.03991727 -0.04049267
 -0.00651669  0.03485539  0.09287676 -0.03607776  0.0283459  -0.00747078
 -0.01276978  0.01280755 -0.05581557 -0.0103463  -0.0261427   0.04918548
 -0.03292595  0.02942684 -0.03735058  0.01018741 -0.01563086 -0.00537168
 -0.04707332 -0.02498467  0.03978864  0.05888676 -0.03689201  0.08320544
 -0.02511072 -0.02029892  0.09710666 -0.04782513  0.07887027  0.09690007
 -0.05148955 -0.02863439  0.08013091 -0.05479755 -0.02452144  0.01773704
 -0.05338351 -0.01751667  0.09669553 -0.05301505 -0.0298543   0.09454466
 -0.01336299 -0.01165885  0.00984999 -0.04248907 -0.03900267 -0.02888651
 -0.00060134 -0.03221717 -0.11196871 -0.01974901 -0.07271148 -0.02182234
 -0.02230754 -0.03930503  0.03830783 -0.03516965  0.0987821  -0.03095453
 -0.01796506  0.01083942 -0.0061785   0.09770783 -0.08542968 -0.0525207
 -0.01968985  0.08994573 -0.05125269 -0.0548116   0.00408826 -0.02430642
  0.0942096  -0.04543353 -0.06178367  0.00247688  0.04257889 -0.03404505
 -0.04969012 -0.03333905 -0.01060049 -0.00185873  0.02485341  0.00234098
  0.08527805 -0.02584682  0.10060739  0.00443513 -0.02256688  0.08052882
  0.09271907  0.0730173  -0.00480924 -0.01151881 -0.02663552  0.01606852
  0.06548703 -0.05669013  0.09850635  0.08969133  0.10165223 -0.02830605
  0.09045176 -0.04329165  0.0018545  -0.02174789 -0.04502716  0.10022181
 -0.0054513   0.06379405 -0.05684682  0.10008769 -0.01876603 -0.01239231
  0.09191518 -0.03819744 -0.02956437  0.06877421  0.09964205 -0.02064998
 -0.00479559 -0.02050714 -0.01142012 -0.04117474 -0.04588839 -0.03792918
  0.0499266  -0.03799348 -0.02817162 -0.02235001 -0.10821114  0.06925914
 -0.03131599 -0.00759455 -0.01501519 -0.00106107 -0.06492593 -0.0408165
  0.09922397 -0.00480745 -0.01728392  0.05968097  0.09056274  0.06305524
 -0.00709645 -0.03127013 -0.04358635 -0.0165128  -0.09780511  0.07049834
 -0.00873094 -0.03297275 -0.06657446 -0.02906942  0.07763797 -0.04665879
 -0.04514498 -0.02294984 -0.02789052  0.09065546 -0.02939373 -0.02831219
 -0.005265    0.01071457 -0.02597564 -0.0159407  -0.03256576 -0.01638069
 -0.04247864 -0.05661063  0.09833515  0.09608995  0.09998922  0.10040297
 -0.04008432 -0.01561233  0.09521861  0.00403411 -0.12117889 -0.03698999
 -0.00748798  0.09493646  0.0958548  -0.02835689 -0.04060825 -0.00158735
  0.09453352 -0.03710499 -0.06305025  0.01565896  0.02589088 -0.01979038
 -0.03728479 -0.01098766  0.0045288  -0.0537835   0.10328189  0.06817482
  0.0827434   0.10068997  0.1008357  -0.0141817   0.09372628 -0.04603395
 -0.02193578 -0.02405278  0.01188448 -0.02635808 -0.02186891 -0.01140509
  0.07307945 -0.04649507  0.0964691  -0.03283367  0.09791591 -0.02707792
 -0.0276216   0.04863142 -0.01875003 -0.03420306  0.06592578  0.05149631
 -0.08798815 -0.00930393  0.07386926  0.08677902 -0.01674566 -0.03048475
  0.09115651 -0.0333724   0.10298452 -0.02487649]"
PC2,52.42085537,0.291182462,"[-6.70023956e-02  5.23024347e-02 -9.27887672e-03  7.20875610e-02
 -4.92385253e-03 -1.43509686e-02 -2.08832633e-05  1.47386520e-02
 -1.99881219e-02 -3.64836557e-02  4.24269638e-02 -3.42275602e-02
 -1.39272786e-01 -6.76389792e-03  1.82809560e-02  3.33937932e-02
  4.56484463e-02  2.56533341e-02 -1.76162383e-01  5.77788677e-03
 -8.15745677e-02  2.97329186e-03 -1.79194134e-02  4.21659487e-02
 -3.48959776e-02  3.49766364e-02 -2.09220163e-01  8.52479041e-02
 -1.62639404e-03 -2.72214090e-02 -3.08357848e-02 -6.30989350e-03
 -3.79711593e-02 -1.89772769e-02  7.39406233e-03 -2.12319775e-01
  2.12986582e-02  5.32484219e-04 -1.90173385e-01  1.12317459e-02
  3.52888207e-02 -5.13679855e-02  4.65601676e-03 -7.73871465e-03
 -3.57290956e-02 -6.85663152e-03 -3.78817090e-02 -5.24670919e-03
 -4.87028343e-03  1.32936464e-01  4.36320469e-02 -1.24176061e-01
 -2.19788421e-01 -3.39588114e-02 -3.11165614e-02 -5.29641957e-02
  7.53637992e-02 -2.42535509e-04 -6.26772924e-02 -2.03936163e-02
  7.10423040e-03 -3.08534885e-02  1.97846878e-03 -2.77407830e-02
  1.07880698e-02 -1.62404343e-01 -1.25369687e-03  3.93078984e-02
 -2.57119893e-02 -3.17795984e-02  6.71507937e-02  7.15274270e-02
  1.12483327e-01  4.31340401e-02  6.11719216e-02 -3.56733979e-02
 -5.12498326e-02 -1.64081883e-02  3.72988106e-02  2.16177798e-02
 -3.94939961e-02  5.11228326e-02 -6.04456814e-02 -3.05555846e-02
 -4.43165913e-02  2.04898689e-02 -2.34525228e-03 -2.39870452e-02
  7.29640514e-03 -8.79562783e-04  2.86055717e-02  9.41659635e-02
 -4.21906649e-02  5.82497210e-02  4.10315428e-02  1.61738991e-02
  7.89114226e-03 -3.05090187e-02  5.69968485e-02  3.06515657e-02
  8.11432774e-03 -2.06266104e-02  5.06060331e-02  4.06070061e-02
  8.01621174e-02  2.82330566e-02  2.25270788e-02  1.90089984e-02
  7.17907429e-02  2.89323561e-02  2.95316987e-04 -7.85125265e-03
  1.25361301e-01 -3.88027917e-02  4.02343805e-02 -2.46709048e-03
 -2.43888203e-02 -2.97102897e-02 -2.53427209e-02  1.71644459e-02
 -2.50110017e-02  1.07135378e-01 -5.69553195e-02  1.30132574e-02
  1.82127941e-02  2.52662330e-02 -3.01726688e-02  4.83345881e-03
 -2.10318390e-02  9.69649092e-02  6.85227228e-02 -5.39573128e-02
 -1.34435663e-04  7.01008720e-02  5.29940565e-02 -2.03183333e-02
  1.06581500e-02 -1.06777577e-02  4.83624685e-02  3.79460889e-03
 -1.70151888e-01  4.19335477e-03  1.00814512e-01  9.97679162e-03
  2.68331954e-02 -6.96721150e-02 -1.93035342e-02  5.46476389e-02
 -2.67507322e-02  5.28889283e-02  2.28156227e-02 -3.24446474e-02
 -4.04016942e-02 -2.83861487e-02 -1.45196039e-01 -8.53958830e-02
  1.56461255e-02 -5.13136202e-02 -6.69186698e-02 -9.34224914e-02
  3.35875401e-02  8.08315725e-02 -2.64698524e-02  1.62156111e-02
  1.45543989e-02  3.40305706e-02  1.32752627e-02  4.56023041e-02
 -3.05392919e-02  9.50473412e-03  2.03997358e-02  4.46144391e-03
 -1.92465298e-02  2.34551251e-02 -4.59548799e-03  4.96471074e-02
 -2.10830570e-02  3.96126643e-02  6.65111258e-02 -2.19973394e-03
 -3.16115886e-02  1.96728564e-02  2.37716114e-02 -1.67104066e-03
 -4.84041610e-03  1.14048574e-01  9.70965179e-02  7.16679931e-02
 -3.20977637e-02 -3.63853339e-02 -2.20804581e-02 -2.06228029e-02
 -3.00831644e-02 -4.41780564e-02  2.45681196e-02  3.81896572e-02
  5.06873648e-02 -2.50445492e-02 -2.76524792e-02  1.04221370e-01
  3.97741562e-02 -3.06439919e-02  3.04147809e-02  4.31630846e-02
 -4.07836133e-02 -1.59266207e-02 -1.70401314e-02 -6.68860897e-02
  1.08410575e-02  1.32799490e-02  5.69047445e-02  2.89458036e-02
  1.90969502e-02 -6.39174892e-02  6.77382035e-02  3.69072633e-02
  2.37575004e-02  1.10341024e-01 -7.35186876e-03 -1.48151352e-02
 -1.60932888e-01 -9.53459921e-02  1.60067930e-01 -3.48968121e-03
 -5.25574029e-04  2.71143636e-02  8.33580415e-02  4.37372731e-02
  1.07819080e-03  4.03515218e-04 -4.07253991e-02 -3.84453873e-03
 -3.78559459e-02 -3.33642890e-02  6.29068242e-02 -2.50503598e-02
  1.68936233e-02  3.44805687e-02 -1.56228940e-01 -2.58882057e-02
  7.08243455e-03 -2.10429925e-02 -6.66415267e-02 -2.93386999e-02
 -6.37416338e-02  8.11227412e-02  3.90466008e-02 -1.70540472e-02
  6.97782035e-02 -2.34835411e-02  4.54590510e-02  2.78019319e-02
 -2.92672997e-02  2.85556908e-02 -7.14515221e-03 -9.23895886e-03
 -1.10975529e-02  8.86314212e-03 -4.29156629e-02  1.98320484e-02
  1.10985028e-02 -4.48970722e-02 -3.56326321e-02 -4.08290345e-02
  1.03243270e-01  2.52017924e-02 -5.45286239e-02 -5.63997977e-02
 -2.11716110e-01  7.05592351e-03  5.29244843e-02 -1.58856243e-02
  7.61751274e-03  9.76294209e-03 -3.00988354e-02  3.36034186e-02
 -9.17802739e-03  6.80612446e-02  5.14896305e-02  1.08461227e-02
 -3.58762194e-02  4.76273090e-02 -2.46706470e-02  4.17533332e-02
  3.75302420e-02  6.83164477e-02 -3.00347015e-02 -2.17911333e-03
 -9.05970723e-03  2.72382590e-03  6.84786755e-03 -9.31088859e-03
 -3.56502284e-02 -2.71119279e-02  5.69951304e-02  8.89629436e-03
  2.75456572e-02 -2.09102353e-02  1.96482191e-02  1.13614205e-02
  4.23614330e-02  6.82227991e-02 -2.63725746e-02  3.66984431e-02
 -3.11210234e-02 -6.40137148e-03  1.53744623e-02 -5.28154404e-02
  6.20535364e-02 -1.35178288e-02 -2.67288002e-02  8.88686189e-02
  8.99507110e-04  5.99742044e-02  7.65069939e-02 -2.06167096e-02
 -2.21728572e-03 -1.18561458e-02 -1.77767415e-02 -4.24906356e-02
 -5.58555876e-03 -9.84021924e-03]"
PC3,59.27889369,0.199195994,"[ 5.78641654e-02  9.68533823e-03  1.12093057e-02 -1.57867387e-02
 -4.36108815e-03 -1.02526311e-01 -1.35938619e-02 -5.07545814e-02
 -4.50662338e-03 -2.33681800e-02 -1.01981045e-01  5.84009557e-02
 -1.30294260e-02  5.74890640e-02 -8.47754472e-02  1.04185870e-01
 -7.21939307e-02 -1.07089529e-01  5.52094203e-02  3.89588722e-02
  1.82146958e-02  5.32309530e-03 -4.22125190e-02 -3.49487321e-02
  2.21916398e-02 -1.03781976e-01  2.39187283e-02  3.35472583e-02
 -2.06686472e-02 -6.97854451e-02  1.25979668e-02 -1.21543500e-01
  3.58496098e-03  3.90868746e-02 -5.53557745e-02  2.36687647e-02
 -9.55077814e-02 -3.75334553e-02  5.49637535e-02  4.78999824e-02
  6.17023638e-02 -1.50611593e-02 -3.51170426e-02  2.49891153e-02
 -1.05399506e-01 -1.35563226e-01  3.07347788e-02  1.15019653e-01
  1.55477146e-02  6.19477796e-02  4.24850421e-02 -4.74566508e-02
  2.13127209e-02  3.81184890e-03 -7.74690846e-02 -3.02232042e-02
  1.01821069e-01 -9.89522102e-02  5.31672974e-02  1.42393844e-02
  1.17196265e-02  3.62144711e-02  5.67279810e-02  2.69513388e-02
 -9.14516640e-02  1.51463444e-02  1.08900989e-02 -6.43922302e-02
 -3.77891125e-02  3.90389386e-02  5.50278878e-02  8.45888493e-02
  8.96661070e-02  1.59963355e-01  3.10042017e-02  3.91011215e-02
  1.53897173e-02  1.97872148e-02 -5.77681148e-02 -2.11888227e-02
 -5.38125750e-03 -5.06988824e-02 -6.63877069e-03 -4.29905757e-02
 -3.05876280e-02  6.01908324e-02 -2.25275223e-03  3.54762913e-02
 -7.95370442e-02 -2.65699564e-02 -6.33841300e-02  5.62897504e-02
  2.03607261e-03 -9.47222911e-03 -2.50351481e-03 -7.60168682e-02
  1.13557817e-01  5.61278421e-02  6.71576369e-02 -1.80490964e-02
 -6.02774807e-02  2.83676193e-02  2.98858384e-02 -5.58496980e-02
  1.04419988e-01 -5.48205514e-02 -5.99567195e-02 -1.12884097e-01
  5.97873834e-02 -8.60115732e-05 -1.41218162e-02 -9.69009278e-03
  1.06421500e-01  4.70212574e-02 -4.52285310e-02  5.50691713e-03
  2.80469952e-02  2.64735090e-02  1.49669140e-02  4.46504153e-02
  5.89454127e-03 -8.38743770e-03  7.81093022e-02  9.82477097e-02
 -4.80231595e-03 -3.17398137e-02  2.33439997e-02 -5.19904787e-03
  2.00165639e-02  1.01338468e-01 -5.41357366e-02  2.48600275e-02
 -1.06844239e-01 -5.59070876e-02 -8.20069185e-02 -5.48758100e-02
 -1.64453192e-02 -3.30454856e-02 -3.89544484e-02 -7.00768848e-02
 -1.29536441e-03 -8.85012519e-02 -3.83673005e-02 -2.31244239e-02
 -3.41116927e-02 -1.33434978e-02 -2.60526183e-02  8.81373040e-02
  4.00692101e-02  4.71463008e-02 -9.94590297e-02 -7.50245003e-02
 -4.47162241e-02  2.74601923e-02  3.97373437e-03  2.03871036e-02
 -4.00669510e-02  1.99226959e-02  6.72188782e-02  4.93381329e-02
 -8.87494808e-02  9.18791627e-04  1.50404697e-02 -5.26831156e-04
  1.55435679e-01 -6.31454416e-02 -1.20252599e-02 -8.55570124e-03
  2.80150875e-03 -8.17651391e-02  5.51176252e-04 -7.75325234e-02
 -3.68150609e-02 -7.02345159e-02  2.71505151e-02 -9.11503733e-02
  2.86482713e-02 -7.80981957e-02  2.87734577e-02 -3.45980092e-03
  2.39465996e-02 -2.67558081e-02 -9.16114711e-02 -1.00945384e-01
 -7.49924766e-02  2.66672198e-02 -2.04637502e-02  8.78229129e-02
  2.65686970e-02  6.41116158e-02  2.95965812e-02  9.86989274e-04
  3.00219031e-02  1.95590651e-02 -1.10776970e-01  1.45220472e-02
  3.42523097e-02  2.81782888e-02  4.87216020e-02  2.62614534e-02
  7.45035267e-02  1.71321344e-02 -2.87129248e-02 -8.64343533e-03
  2.17022084e-02  1.12133892e-01  7.24002920e-02  4.22106620e-02
  3.20214932e-02 -2.66083138e-03 -6.60936807e-02  1.98420710e-02
 -3.10509512e-02  3.18598011e-02  1.13657098e-01  6.77666342e-03
 -2.38800460e-02  1.05959754e-01  9.48425697e-03 -2.73120818e-02
  1.69090583e-02  6.44785369e-02  7.97137210e-02 -6.50783307e-02
 -1.00110958e-04 -7.85930090e-02  4.01836523e-02  1.17392270e-01
  4.85134290e-03 -5.37904906e-02 -2.28702444e-02 -5.33745959e-02
  5.21684747e-02 -1.91375839e-02 -1.06254599e-01  2.87161286e-02
  6.08977966e-03 -7.55090445e-02 -2.56455994e-02 -2.03217134e-02
  1.76343555e-02  4.16787523e-02  1.38046816e-02  9.93402463e-03
  1.77564639e-02  8.56781492e-03  7.69480123e-02  1.36198435e-02
  2.01048256e-02 -3.84567877e-02  2.46211919e-02  2.82792280e-02
 -1.87351326e-02 -3.38700548e-02  2.47672871e-02 -8.71451564e-03
  2.39764397e-02 -1.22612826e-02  6.88607964e-03  6.65349394e-02
  5.09798782e-02  2.31006149e-02  2.52976791e-02  3.03647523e-02
  7.10150154e-02 -6.64739895e-02  1.97364441e-02 -1.10263605e-01
  9.97877254e-03  4.50598092e-02  2.00918026e-04 -1.35230439e-02
  1.68401480e-02 -9.26463350e-02 -4.60398610e-02 -3.00253854e-02
 -4.36394041e-05  1.15085262e-01  5.97930576e-02 -2.14503782e-02
 -3.23197815e-02 -7.48969811e-02  2.73974831e-02 -8.22942627e-02
 -7.24901256e-02  9.63085526e-02  1.84128259e-02  3.41665832e-02
  7.36231358e-03  2.74936727e-02  2.75780903e-02 -6.78157099e-02
  3.24357177e-02  4.75834211e-02 -9.23471193e-02 -7.98029696e-02
 -1.91220072e-02 -8.88147142e-02 -7.76683457e-03 -5.35159822e-02
 -6.88043788e-03  5.60623874e-02  3.14486682e-02 -3.03008633e-02
  3.67854505e-02 -6.51082347e-02 -3.39008419e-02  8.24755952e-02
 -2.72034288e-02 -1.18151520e-02 -7.37326803e-02 -1.27668875e-03
  2.13948099e-01 -2.31262178e-02  5.10247160e-02  2.07411406e-02
 -3.55854445e-03  7.18220837e-03 -1.73087972e-02  7.49982853e-02
  2.68542682e-03  3.92718690e-03]"
PC4,64.99689434,0.16608289,"[-0.01243024  0.01892564 -0.06625919 -0.10330109 -0.04914297  0.01605771
  0.10668639 -0.05551209 -0.05311716 -0.03670827 -0.0020599  -0.01496658
 -0.04556292  0.02252586 -0.00489801  0.02558081 -0.02260522  0.04295762
 -0.01781123 -0.00564681 -0.05211355  0.0004627  -0.03987867 -0.19949592
  0.01251891 -0.08369099 -0.00800214  0.01770742  0.09966019 -0.09079593
 -0.01778783  0.0259862   0.01935226  0.02006382 -0.05272239 -0.01496226
 -0.06534824 -0.04675062 -0.02850224 -0.05650476  0.01722302 -0.03035693
 -0.03061796  0.1072436  -0.03040775 -0.02129869 -0.05890286  0.01682913
 -0.09221225 -0.02463807  0.01747577 -0.02669832 -0.0314412  -0.01075003
 -0.03047823  0.16869549  0.00110779  0.01097819  0.01365611  0.00236966
  0.0143518  -0.0322876   0.02417621 -0.0184431  -0.02849809 -0.0430112
  0.02605527 -0.05105601  0.1220982   0.01233516  0.02423062  0.01395968
  0.0241572  -0.00050301  0.02017028  0.06995305 -0.01105471 -0.12668977
 -0.0157187  -0.01895213 -0.03166153  0.09426032 -0.00249976  0.14754144
  0.17134967  0.05181517 -0.04909673 -0.00233582 -0.08212787 -0.07724562
 -0.02329005 -0.01479325 -0.0132247   0.01093411  0.02041403 -0.01743602
 -0.00378629  0.02789779  0.0329271   0.01147419 -0.02601816  0.03836371
 -0.00410246  0.01246268  0.01883694 -0.01402088 -0.0419296   0.01138285
  0.01299357 -0.01245478  0.11284846  0.11934692  0.01509996 -0.03594032
 -0.08402852  0.02729318  0.00035359  0.00077237  0.02232724 -0.0442137
  0.04225327  0.00637284  0.01561641  0.04075166  0.03043413 -0.01749303
  0.00382974  0.02847908 -0.0268828   0.06182655 -0.0364295  -0.04177777
  0.00727823  0.03212113  0.04925848 -0.063156   -0.07326178 -0.06395862
 -0.00414056 -0.04441852 -0.01131049 -0.0689939  -0.01442892 -0.03386888
  0.02451506 -0.03265286  0.13449782  0.02150982 -0.02507112  0.02769838
 -0.00483928  0.19003695  0.17800947 -0.01400705 -0.04447269  0.0017575
  0.00679783 -0.05665443  0.00882523  0.00129091  0.05605898 -0.00858995
 -0.03823734  0.06311307  0.02715601 -0.02706325  0.09929065 -0.00927172
 -0.01470814 -0.03119666 -0.02978259  0.00097895  0.16799644 -0.02769916
 -0.0493262  -0.03691943  0.004491    0.04769582 -0.01882752 -0.07329746
 -0.03746372 -0.10366534 -0.00858408  0.01113621 -0.01693889 -0.0770572
 -0.08871441  0.05445478 -0.03309018 -0.09203485  0.02441173  0.00698486
 -0.04472858 -0.03821437  0.01983344  0.00526611 -0.02466352 -0.01004046
  0.00446168 -0.08065719  0.03151531 -0.03155531  0.03838301 -0.07074689
 -0.02923707 -0.05122031  0.10621015 -0.12907789 -0.00817062  0.01089442
  0.03737061 -0.06391496 -0.02366003 -0.01138306  0.01064087 -0.01482866
 -0.00109166  0.00913344  0.02259325 -0.05311927 -0.01146161 -0.02295404
 -0.03821318 -0.05183566  0.01567574 -0.00759252 -0.00828396  0.04249119
  0.01070886 -0.03499579  0.15673277  0.12681346  0.03869396  0.15662826
  0.07357737 -0.00475595  0.0407095   0.07757651 -0.00760614  0.13338427
  0.03878573  0.00883402  0.01350707  0.01909921 -0.15003099  0.06991279
  0.02830793  0.00927365 -0.01535402  0.13669535 -0.02871686 -0.04781431
  0.11037366 -0.02772139 -0.00799926  0.02199753  0.01592509 -0.07747772
 -0.04045058 -0.00252737 -0.03360964 -0.01057034  0.00747155 -0.01785365
  0.00242537  0.04076662 -0.0346455   0.04182502  0.04449993  0.04228176
  0.04049913  0.08314303 -0.03398949 -0.0870831  -0.09610759  0.02583894
  0.01266862  0.04687065  0.04837529  0.09576773  0.14910088 -0.05228377
  0.00966063  0.04683907  0.10950292  0.01574042  0.01382468 -0.01192431
  0.04835414 -0.0092898  -0.01384141 -0.02724414  0.01218958 -0.01853862
  0.01649878 -0.12126419  0.03661663 -0.02597195  0.01362518 -0.03315533
 -0.07251239 -0.04042258 -0.00426099  0.06965046 -0.00972712 -0.01442097
 -0.01030192 -0.08192001 -0.05909068  0.00539538  0.04727629 -0.07330678
  0.01220272 -0.01752597 -0.09231701 -0.03319582  0.01658199  0.00231076
  0.0901221   0.0065891   0.01515289 -0.01528805]"
PC5,68.72733873,0.108353081,"[ 0.04719848  0.06342466  0.00951057  0.02616206  0.07363782 -0.03957323
  0.06100906 -0.00726872  0.0646891   0.02384603 -0.07417484 -0.02334324
 -0.01590918  0.07010179 -0.0656511  -0.04412781 -0.04266973 -0.07352218
 -0.09074828  0.04261297  0.03324017  0.02708916  0.0984917   0.0156132
  0.01294376 -0.02312786 -0.09034934 -0.04591714  0.00250743  0.1093514
  0.03212531 -0.02994502  0.03258656  0.04688417  0.06649002 -0.07346263
 -0.00819659 -0.02067925 -0.06332754  0.01824053 -0.03276704 -0.07662613
  0.00468064  0.04267281 -0.0596757  -0.07496987  0.0517392  -0.02606468
 -0.10598645 -0.03521697 -0.09175795  0.03665295 -0.08883295  0.04225409
 -0.12708407  0.00837843  0.12081075 -0.04220194 -0.01490547 -0.00548858
  0.10883072  0.03429864  0.09544012  0.02789078  0.06001126 -0.00952551
  0.10132349  0.01959023 -0.00533273  0.01285988 -0.07506047 -0.05039391
 -0.01113186  0.00680279 -0.05630217 -0.02968223 -0.02011696 -0.04405188
 -0.03898764  0.01828975 -0.09923859  0.02771861  0.00701174  0.04204158
 -0.01358277 -0.0434202   0.01681673  0.04958455  0.09464124  0.02915888
  0.08164829 -0.02395452 -0.02667657 -0.10846244  0.04329482  0.05646588
 -0.05233603 -0.00322636 -0.06552847 -0.00336087  0.03345318  0.02567421
  0.13966432  0.02482245 -0.08337132 -0.00620714  0.00864001  0.01300574
 -0.04725634  0.05276754  0.03061211  0.00343083  0.06436676  0.01956202
  0.04785094 -0.0421229   0.02704211 -0.0041991  -0.07979117 -0.03275796
  0.10245093  0.14924623  0.08309052 -0.04679012 -0.00054608  0.04171335
  0.12501261 -0.01910916 -0.03217549  0.1604225   0.06298134  0.05800106
 -0.05165938  0.00210492 -0.05922773  0.08138205  0.0455301   0.05655148
  0.00195834 -0.06347307 -0.01312427  0.00863549  0.00481301  0.00992472
 -0.02078291 -0.00748049  0.00522345 -0.08531828  0.02832986 -0.10482726
 -0.0393315   0.12802513  0.02811501  0.02100802 -0.04419715 -0.04024439
 -0.0206638  -0.04139044  0.03884331 -0.02612432 -0.01753294  0.05654796
 -0.01548659  0.02117679 -0.02715902 -0.00170655  0.04391146  0.04263757
  0.06048431  0.0817164   0.01505496 -0.04360158  0.04356419  0.03207778
 -0.01373846 -0.01172895  0.01932907 -0.03202633  0.09147365  0.12361399
  0.04031461  0.08912958  0.03483408 -0.04472593 -0.08358062 -0.08171001
 -0.05002925  0.00903894  0.01240037  0.03395291 -0.00115591 -0.02308301
  0.03433074  0.02002815 -0.03579976  0.18242264 -0.10655433  0.03258282
  0.03553027 -0.0565339  -0.05618913  0.03685755 -0.00139893  0.04967085
  0.06310121 -0.06203901  0.09172012  0.14419327 -0.06314    -0.00326054
 -0.02147649 -0.11510037  0.04863578 -0.03344064 -0.0801277  -0.04150183
 -0.06259897  0.02050329 -0.04517864  0.04354852  0.00688219  0.05370486
 -0.04376229 -0.01252626 -0.02434372 -0.06560624 -0.07969057 -0.034867
 -0.08010573  0.04298281  0.0235599   0.02303764  0.04677486 -0.02713989
  0.00183383  0.00094363  0.05761797  0.01614409  0.01291575 -0.02107124
 -0.03259636  0.03366464  0.01081833 -0.04635653 -0.07380403  0.15906451
 -0.07417835  0.00309143  0.09490041 -0.07588231  0.03762307 -0.0108231
  0.08858986 -0.00918505  0.05559649 -0.02491476 -0.02359709  0.0126025
  0.03403366  0.00195955 -0.05977941  0.02531711  0.02369989  0.01964504
  0.00461302 -0.00696717  0.01503494  0.02408433 -0.04826414  0.04180863
 -0.03139497 -0.03156957 -0.09731671  0.07491106  0.10351894 -0.04580763
 -0.02555785  0.01744176 -0.06083005  0.01503087 -0.00702572 -0.04219024
  0.00048869 -0.03269532 -0.05368042 -0.03481794 -0.0019808  -0.00854523
 -0.02903712 -0.05901622 -0.04990808  0.02180729  0.01223634  0.05079396
 -0.05287659  0.07213471 -0.02953488 -0.08002129  0.02139259 -0.04117941
 -0.16160415 -0.04043398  0.0096232   0.00759477  0.0259174  -0.08455453
 -0.0948009   0.04673781  0.0608168  -0.04767381 -0.02223452 -0.09784684
 -0.01259108 -0.00747518 -0.06141513  0.00163271 -0.03452445 -0.03787576
 -0.02963214 -0.01703624 -0.06617223  0.0221109 ]"
